ID da fila,ID da compra,Data da compra,Data de envio,Modo de envio,ID do cliente,Nome do cliente,Segmento,Cidade,Estado,Região Brasileira,País,Região,ID do produto,Categoria,Sub-categoria,Nome do produto,Quantidade,Valor_Vendas,Valor_Desconto,Valor_Lucro
6910,US-2016-146997,11/2/2016,11/7/2016,Classe padrão,EA-13585,Enzo Azevedo,Grande Empresa,Tegucigalpa,Francisco Morazán,,Honduras,Central,MAT-AR-10000063,Material de escritório,Arte,"Sanford Marcadores de texto, Azul",7,441,"0,4","-22,4"
6911,MX-2017-107650,12/28/2017,1/2/2018,Classe padrão,RA-19690,Rafaela Alves,Varejo,San Salvador,San Salvador,,El Salvador,Central,MAT-CO-10003733,Material de escritório,Colchetes,"Stockwell Grampos, Tamanhos variados",7,"366,8",0,168
6912,MX-2015-108560,11/2/2015,11/4/2015,Primeira classe,VF-21055,Victor Ferreira,Varejo,Puebla,Puebla,,México,Norte,MAT-ET-10003122,Material de escritório,Etiquetas,"Harbour Creations Etiquetas para organização de pastas, Ajustável",2,"88,4",0,"42,4"
6913,MX-2017-129735,11/2/2017,11/4/2017,Segunda classe,AA-10825,Arthur Alves,Grande Empresa,Barra do Piraí,Rio de Janeiro,Sudeste,Brasil,Sul,MAT-PA-10000468,Material de escritório,Papel,"SanDisk Papel de pergaminho, Multicolorido",8,"966,4",0,"462,4"
6915,MX-2015-101518,10/8/2015,10/8/2015,No mesmo dia,JL-15865,Julian Lima,Varejo,Morelia,Michoacán,,México,Norte,MAT-AR-10000604,Material de escritório,Armazenamento,"Eldon Carrinho bandeja, Azul",6,"5115,6",0,"1687,2"
6916,MX-2017-146073,11/21/2017,11/22/2017,Primeira classe,ÁC-10105,Ágatha Cunha,Varejo,Ocaña,Norte de Santander,,Colômbia,Sul,MAT-MA-10003666,Material de escritório,Materiais,"Stiletto Cortador de papel, Industrial",3,"887,4",0,177
6917,MX-2017-146073,11/21/2017,11/22/2017,Primeira classe,ÁC-10105,Ágatha Cunha,Varejo,Ocaña,Norte de Santander,,Colômbia,Sul,MAT-EN-10002585,Material de escritório,Envelopes,"Ames Envelope profissional, Conjunto de 50",3,"292,8",0,"8,4"
6918,MX-2017-146073,11/21/2017,11/22/2017,Primeira classe,ÁC-10105,Ágatha Cunha,Varejo,Ocaña,Norte de Santander,,Colômbia,Sul,MAT-MA-10004466,Material de escritório,Materiais,"Stiletto Régua, Azul",4,"396,8",0,"102,4"
6919,MX-2018-154599,9/15/2018,9/20/2018,Classe padrão,BC-11260,Bianca Costa,Varejo,San Salvador,San Salvador,,El Salvador,Central,MAT-CO-10002548,Material de escritório,Colchetes,"Advantus Prendedores de papel, Embalagem com 12",2,"249,6",0,"99,6"
6920,MX-2018-154599,9/15/2018,9/20/2018,Classe padrão,BC-11260,Bianca Costa,Varejo,San Salvador,San Salvador,,El Salvador,Central,MAT-PA-10000293,Material de escritório,Papel,"Eaton Agenda, Multicolorido",3,"439,8",0,"157,8"
6922,MX-2017-134453,3/28/2017,3/31/2017,Segunda classe,OC-19375,Otávio Costa,Varejo,San Salvador,San Salvador,,El Salvador,Central,MAT-AR-10000604,Material de escritório,Armazenamento,"Eldon Carrinho bandeja, Azul",8,"6820,8",0,"2249,6"
6924,MX-2017-134453,3/28/2017,3/31/2017,Segunda classe,OC-19375,Otávio Costa,Varejo,San Salvador,San Salvador,,El Salvador,Central,MAT-MA-10002408,Material de escritório,Materiais,"Fiskars Tesouras, Aço",1,"313,6",0,"150,4"
6925,MX-2017-134453,3/28/2017,3/31/2017,Segunda classe,OC-19375,Otávio Costa,Varejo,San Salvador,San Salvador,,El Salvador,Central,MAT-FI-10000452,Material de escritório,Fichários,"Ibico Reforço para fichário, Transparente",2,86,0,36
6926,MX-2017-134453,3/28/2017,3/31/2017,Segunda classe,OC-19375,Otávio Costa,Varejo,San Salvador,San Salvador,,El Salvador,Central,MAT-CO-10001215,Material de escritório,Colchetes,"Accos Elásticos, Embalagem tipo bulk",1,"111,2",0,"43,2"
6927,MX-2017-134453,3/28/2017,3/31/2017,Segunda classe,OC-19375,Otávio Costa,Varejo,San Salvador,San Salvador,,El Salvador,Central,MAT-EN-10002525,Material de escritório,Envelopes,"Ames Com lacre, Conjunto de 50",3,717,0,"28,2"
6928,MX-2017-134453,3/28/2017,3/31/2017,Segunda classe,OC-19375,Otávio Costa,Varejo,San Salvador,San Salvador,,El Salvador,Central,MAT-ET-10003409,Material de escritório,Etiquetas,"Smead Etiquetas de envio, Ajustável",3,"190,2",0,66
6931,MX-2017-134453,3/28/2017,3/31/2017,Segunda classe,OC-19375,Otávio Costa,Varejo,San Salvador,San Salvador,,El Salvador,Central,MAT-EN-10004878,Material de escritório,Envelopes,"Jiffy Envelope com fecho, Conjunto de 50",2,"113,6",0,"45,2"
6933,US-2018-166051,10/7/2018,10/11/2018,Segunda classe,EB-13600,Enzo Barbosa,Grande Empresa,El Progreso,Yoro,,Honduras,Central,MAT-AR-10002439,Material de escritório,Arte,"BIC Canetas, Azul",2,"114,24","0,4","-74,56"
6934,US-2018-166051,10/7/2018,10/11/2018,Segunda classe,EB-13600,Enzo Barbosa,Grande Empresa,El Progreso,Yoro,,Honduras,Central,MAT-PA-10002624,Material de escritório,Papel,"SanDisk Resma, Reciclado",4,"475,2","0,4","-206,4"
6935,MX-2018-116806,11/14/2018,11/17/2018,Primeira classe,GR-14695,Giovana Rocha,Grande Empresa,Ciego de Ávila,Ciego de Ávila,,Cuba,Caribe,MAT-FI-10001462,Material de escritório,Fichários,"Ibico Divisórias, Econômico",7,"415,8",0,7
6937,MX-2017-117149,10/11/2017,10/16/2017,Classe padrão,BC-11485,Breno Cardoso,Pequenas e Medias Empresas,Zihuatanejo,Guerrero,,México,Norte,MAT-PA-10003043,Material de escritório,Papel,"Enermax Artigos de papelaria, Premium",5,1570,0,188
6938,MX-2017-117149,10/11/2017,10/16/2017,Classe padrão,BC-11485,Breno Cardoso,Pequenas e Medias Empresas,Zihuatanejo,Guerrero,,México,Norte,MAT-PA-10002802,Material de escritório,Papel,"Xerox Resma, Premium",3,"526,8",0,"142,2"
6940,MX-2018-156979,11/27/2018,11/30/2018,Primeira classe,AC-10375,Aline Cavalcanti,Varejo,Hermosillo,Sonora,,México,Norte,MAT-AR-10002683,Material de escritório,Armazenamento,"Rogers Caixa, Azul",5,799,0,319
6941,MX-2017-161585,5/25/2017,5/29/2017,Segunda classe,MS-18865,Matilde Souza,Varejo,Apopa,San Salvador,,El Salvador,Central,MAT-PA-10004935,Material de escritório,Papel,"SanDisk Artigos de papelaria, Premium",6,"1936,8",0,"968,4"
6942,US-2018-153738,6/25/2018,6/29/2018,Classe padrão,DS-12685,Daniel Santos,Varejo,Choloma,Cortés,,Honduras,Central,MAT-AC-10004091,Material de escritório,Eletrônicos,"Breville Moedor de café, Branco",5,1200,"0,4",-400
6944,MX-2017-143623,5/12/2017,5/15/2017,Primeira classe,MA-18040,Marcos Azevedo,Grande Empresa,Rio Grande,Rio Grande do Sul,Sul,Brasil,Sul,MAT-PA-10004818,Material de escritório,Papel,"Enermax Resma, Reciclado",3,"567,6",0,"249,6"
6945,MX-2018-109456,6/19/2018,6/25/2018,Classe padrão,NF-19240,Nicolash Ferreira,Varejo,Santo Domingo,Distrito Nacional,,República Dominicana,Caribe,MAT-AR-10000129,Material de escritório,Arte,"BIC Apontador, Azul",3,"464,16","0,2","156,36"
6946,MX-2018-109456,6/19/2018,6/25/2018,Classe padrão,NF-19240,Nicolash Ferreira,Varejo,Santo Domingo,Distrito Nacional,,República Dominicana,Caribe,MAT-CO-10000097,Material de escritório,Colchetes,"OIC Elásticos, Metal",3,"275,04","0,2","96,24"
6951,MX-2016-103268,7/19/2016,7/25/2016,Classe padrão,MC-18595,Martim Cavalcanti,Pequenas e Medias Empresas,Feira de Santana,Bahia,Nordeste,Brasil,Sul,MAT-FI-10002494,Material de escritório,Fichários,"Cardinal Encadernadora, Transparente",3,"984,6",0,"275,4"
6957,US-2015-149069,11/25/2015,11/30/2015,Classe padrão,DS-12745,Danilo Santos,Grande Empresa,Santo Domingo,Distrito Nacional,,República Dominicana,Caribe,MAT-CO-10003946,Material de escritório,Colchetes,"Advantus Alfinetes, Tamanhos variados",7,"443,52","0,2","-17,08"
6958,US-2017-104647,10/26/2017,11/1/2017,Classe padrão,TB-20725,Tânia Barros,Varejo,Tegucigalpa,Francisco Morazán,,Honduras,Central,MAT-AR-10004326,Material de escritório,Armazenamento,"Rogers Pastas, Metal",3,"357,12","0,4","-47,88"
6960,MX-2016-108028,4/4/2016,4/10/2016,Classe padrão,AC-10375,Aline Cavalcanti,Varejo,Zapopan,Jalisco,,México,Norte,MAT-ET-10003504,Material de escritório,Etiquetas,"Avery Etiquetas removíveis, Branco",3,"214,8",0,"4,2"
6961,MX-2018-102120,3/1/2018,3/5/2018,Classe padrão,VA-21145,Vinicius Araujo,Grande Empresa,Piedras Negras,Coahuila,,México,Norte,MAT-FI-10004310,Material de escritório,Fichários,"Cardinal Reforço para fichário, Reciclado",4,152,0,"22,4"
6963,MX-2015-101105,9/23/2015,9/29/2015,Classe padrão,LA-17650,Luis Azevedo,Pequenas e Medias Empresas,Camagüey,Camagüey,,Cuba,Caribe,MAT-AR-10003499,Material de escritório,Armazenamento,"Rogers Bandejas, Azul",5,2056,0,226
6964,MX-2016-109834,11/14/2016,11/18/2016,Classe padrão,FM-14170,Fábio Melo,Varejo,Bogotá,Bogotá,,Colômbia,Sul,MAT-AR-10003795,Material de escritório,Arte,"Stanley Marcador, Metal",6,"938,4",0,"346,8"
6965,MX-2016-109834,11/14/2016,11/18/2016,Classe padrão,FM-14170,Fábio Melo,Varejo,Bogotá,Bogotá,,Colômbia,Sul,MAT-AR-10002066,Material de escritório,Armazenamento,"Rogers Caixa, Metal",8,"1228,8",0,232
6966,MX-2016-109834,11/14/2016,11/18/2016,Classe padrão,FM-14170,Fábio Melo,Varejo,Bogotá,Bogotá,,Colômbia,Sul,MAT-FI-10001059,Material de escritório,Fichários,"Acco Reforço para fichário, Reciclado",3,"140,4",0,"65,4"
6967,MX-2016-109834,11/14/2016,11/18/2016,Classe padrão,FM-14170,Fábio Melo,Varejo,Bogotá,Bogotá,,Colômbia,Sul,MAT-AR-10002827,Material de escritório,Armazenamento,"Fellowes Pastas, Metal",7,"1188,6",0,"474,6"
6969,MX-2016-109834,11/14/2016,11/18/2016,Classe padrão,FM-14170,Fábio Melo,Varejo,Bogotá,Bogotá,,Colômbia,Sul,MAT-MA-10001381,Material de escritório,Materiais,"Acme Abridor de carta, Aço",2,"394,8",0,"153,6"
6970,MX-2017-149937,6/13/2017,6/15/2017,Primeira classe,LL-17725,Luis Lima,Varejo,San Luis Río Colorado,Sonora,,México,Norte,MAT-EN-10003848,Material de escritório,Envelopes,"GlobeWeis Com lacre, Prata",4,1092,0,"436,8"
6971,MX-2017-149937,6/13/2017,6/15/2017,Primeira classe,LL-17725,Luis Lima,Varejo,San Luis Río Colorado,Sonora,,México,Norte,MAT-FI-10002569,Material de escritório,Fichários,"Acco Capa para fichário, Econômico",2,"177,6",0,"15,6"
6972,MX-2016-117842,11/2/2016,11/4/2016,Primeira classe,MC-19090,Murilo Carvalho,Varejo,Ciudad Obregón,Sonora,,México,Norte,MAT-MA-10002657,Material de escritório,Materiais,"Stiletto Estilete, Industrial",2,"501,2",0,"230,4"
6976,MX-2016-128566,3/31/2016,4/6/2016,Classe padrão,BS-11740,Bruna Silva,Varejo,Mixco,Guatemala,,Guatemala,Central,MAT-CO-10000847,Material de escritório,Colchetes,"OIC Prendedores de papel, Embalagem tipo bulk",1,"131,8",0,"6,4"
6978,MX-2016-108378,11/20/2016,11/21/2016,Primeira classe,SP-20620,Sophia Pereira,Grande Empresa,Guadalajara,Jalisco,,México,Norte,MAT-AR-10000703,Material de escritório,Arte,"BIC Apontador, Metal",2,"403,6",0,24
6980,MX-2018-120137,12/23/2018,12/29/2018,Classe padrão,VD-21445,Vitór Dias,Grande Empresa,Zacatecas,Zacatecas,,México,Norte,MAT-FI-10004261,Material de escritório,Fichários,"Ibico Capa para fichário, Durável",3,303,0,21
6983,MX-2016-133718,9/4/2016,9/7/2016,Primeira classe,DM-12730,Danilo Melo,Varejo,Buenos Aires,Cidade de Buenos Aires,,Argentina,Sul,MAT-EN-10003231,Material de escritório,Envelopes,"Ames Envelope profissional, Reciclado",2,"107,52","0,4","-25,28"
6984,MX-2016-133718,9/4/2016,9/7/2016,Primeira classe,DM-12730,Danilo Melo,Varejo,Buenos Aires,Cidade de Buenos Aires,,Argentina,Sul,MAT-CO-10000869,Material de escritório,Colchetes,"Stockwell Elásticos, Tamanhos variados",8,"447,36","0,4","-187,84"
6986,MX-2017-101077,6/2/2017,6/8/2017,Classe padrão,PC-19450,Paulo Cavalcanti,Varejo,Santo Domingo,Distrito Nacional,,República Dominicana,Caribe,MAT-CO-10002533,Material de escritório,Colchetes,"Stockwell Percevejo niquelado, Embalagem com 12",1,"69,12","0,2","14,52"
6989,MX-2017-101077,6/2/2017,6/8/2017,Classe padrão,PC-19450,Paulo Cavalcanti,Varejo,Santo Domingo,Distrito Nacional,,República Dominicana,Caribe,MAT-AR-10000011,Material de escritório,Arte,"Crayola Bloco de desenho, Embalagem tipo bulk",2,"496,96","0,2","186,16"
6990,MX-2017-101077,6/2/2017,6/8/2017,Classe padrão,PC-19450,Paulo Cavalcanti,Varejo,Santo Domingo,Distrito Nacional,,República Dominicana,Caribe,MAT-FI-10001391,Material de escritório,Fichários,"Acco Perfurador, Transparente",8,"1262,08","0,2","-48,32"
6993,MX-2018-130428,9/3/2018,9/7/2018,Classe padrão,JR-15520,Joao Rocha,Varejo,Santa Ana,Santa Ana,,El Salvador,Central,MAT-FI-10001935,Material de escritório,Fichários,"Acco Divisórias, Econômico",7,"400,4",0,"107,8"
6994,MX-2018-166492,3/27/2018,3/27/2018,No mesmo dia,GO-15070,Gustavo Oliveira,Varejo,Santa Ana,Santa Ana,,El Salvador,Central,MAT-AR-10001838,Material de escritório,Arte,"Stanley Apontador, Metal",10,1736,0,624
6996,MX-2018-162565,12/6/2018,12/11/2018,Classe padrão,GF-14980,Guilherme Ferreira,Varejo,Barranquilla,Atlántico,,Colômbia,Sul,MAT-AR-10004438,Material de escritório,Arte,"Stanley Marcador, Embalagem tipo bulk",3,"449,4",0,"184,2"
6998,MX-2015-169628,12/12/2015,12/13/2015,Primeira classe,VA-21130,Vinícius Almeida,Varejo,Managua,Managua,,Nicarágua,Central,MAT-FI-10002381,Material de escritório,Fichários,"Acco Divisórias, Reciclado",5,298,0,65
6999,MX-2016-133494,12/4/2016,12/8/2016,Classe padrão,CC-11890,Caio Castro,Varejo,Soyapango,San Salvador,,El Salvador,Central,MAT-ET-10000056,Material de escritório,Etiquetas,"Harbour Creations Etiquetas de envio, Ajustável",2,"124,8",0,16
7001,MX-2017-145079,5/1/2017,5/5/2017,Classe padrão,MD-18130,Maria Dias,Grande Empresa,Hermosillo,Sonora,,México,Norte,MAT-PA-10003461,Material de escritório,Papel,"Enermax Artigos de papelaria, Multicolorido",6,"1940,4",0,"328,8"
7003,MX-2017-145079,5/1/2017,5/5/2017,Classe padrão,MD-18130,Maria Dias,Grande Empresa,Hermosillo,Sonora,,México,Norte,MAT-CO-10001655,Material de escritório,Colchetes,"Accos Elásticos, Tamanhos variados",8,"753,6",0,256
7004,US-2015-113348,10/27/2015,10/29/2015,Segunda classe,KR-16315,Kaua Ribeiro,Varejo,Arequipa,Arequipa,,Peru,Sul,MAT-PA-10000912,Material de escritório,Papel,"Xerox Papel de pergaminho, Multicolorido",3,"176,04","0,4","-82,56"
7005,US-2015-113348,10/27/2015,10/29/2015,Segunda classe,KR-16315,Kaua Ribeiro,Varejo,Arequipa,Arequipa,,Peru,Sul,MAT-PA-10000468,Material de escritório,Papel,"SanDisk Papel de pergaminho, Multicolorido",3,"217,44","0,4","28,44"
7006,US-2015-113348,10/27/2015,10/29/2015,Segunda classe,KR-16315,Kaua Ribeiro,Varejo,Arequipa,Arequipa,,Peru,Sul,MAT-PA-10004901,Material de escritório,Papel,"SanDisk Agenda, Premium",2,"190,56","0,4","-25,44"
7007,US-2015-113348,10/27/2015,10/29/2015,Segunda classe,KR-16315,Kaua Ribeiro,Varejo,Arequipa,Arequipa,,Peru,Sul,MAT-AC-10000780,Material de escritório,Eletrônicos,"Cuisinart Geladeira, Prata",3,"5961,96","0,4","-795,24"
7008,US-2017-116372,7/19/2017,7/24/2017,Classe padrão,LA-17065,Leonor Azevedo,Varejo,La Ceiba,Atlántida,,Honduras,Central,MAT-CO-10000736,Material de escritório,Colchetes,"OIC Percevejo niquelado, Metal",10,"567,6","0,4","-142,4"
7009,US-2015-122588,6/12/2015,6/16/2015,Classe padrão,VM-21085,Victor Martins,Varejo,San Francisco de Macorís,Duarte,,República Dominicana,Caribe,MAT-AR-10004658,Material de escritório,Armazenamento,"Smead Pastas, Azul",5,"466,4","0,2","-47,6"
7010,US-2015-122588,6/12/2015,6/16/2015,Classe padrão,VM-21085,Victor Martins,Varejo,San Francisco de Macorís,Duarte,,República Dominicana,Caribe,MAT-AR-10004438,Material de escritório,Arte,"Stanley Marcador, Embalagem tipo bulk",2,"239,68","0,2","62,88"
7015,US-2015-111374,4/21/2015,4/25/2015,Segunda classe,SP-20635,Sophia Pereira,Grande Empresa,Carrefour,Ouest,,Haiti,Caribe,MAT-AR-10004937,Material de escritório,Arte,"Crayola Tela, Azul",2,"410,88","0,4","-102,72"
7016,MX-2015-131023,10/6/2015,10/10/2015,Classe padrão,FC-14290,Fernanda Castro,Pequenas e Medias Empresas,Santiago de los Caballeros,Santiago,,República Dominicana,Caribe,MAT-EN-10000353,Material de escritório,Envelopes,"Kraft Com lacre, Conjunto de 50",5,1004,"0,2",112
7017,MX-2018-104829,11/5/2018,11/8/2018,Primeira classe,SP-20650,Sophia Pereira,Grande Empresa,Maringá,Paraná,Sul,Brasil,Sul,MAT-AC-10000766,Material de escritório,Eletrônicos,"Breville Forno, Vermelho",3,"11230,8",0,"2245,8"
7018,MX-2018-104829,11/5/2018,11/8/2018,Primeira classe,SP-20650,Sophia Pereira,Grande Empresa,Maringá,Paraná,Sul,Brasil,Sul,MAT-CO-10000790,Material de escritório,Colchetes,"Stockwell Percevejo niquelado, Tamanhos variados",3,"219,6",0,"25,8"
7022,MX-2017-157994,12/6/2017,12/11/2017,Classe padrão,EP-13720,Enzo Pinto,Varejo,Soyapango,San Salvador,,El Salvador,Central,MAT-EN-10004759,Material de escritório,Envelopes,"Kraft Fita dupla face, Vermelho",3,"480,6",0,"163,2"
7023,MX-2018-131268,4/10/2018,4/12/2018,Primeira classe,GO-15070,Gustavo Oliveira,Varejo,Villa Nueva,Guatemala,,Guatemala,Central,MAT-PA-10003362,Material de escritório,Papel,"Enermax Papel de pergaminho, Premium",4,"410,4",0,164
7024,MX-2018-131268,4/10/2018,4/12/2018,Primeira classe,GO-15070,Gustavo Oliveira,Varejo,Villa Nueva,Guatemala,,Guatemala,Central,MAT-ET-10001375,Material de escritório,Etiquetas,"Avery Etiquetas para organização de pastas, Durável",1,"63,4",0,"8,8"
7025,MX-2018-131268,4/10/2018,4/12/2018,Primeira classe,GO-15070,Gustavo Oliveira,Varejo,Villa Nueva,Guatemala,,Guatemala,Central,MAT-AR-10004870,Material de escritório,Armazenamento,"Smead Pratelheiras, Metal",5,1600,0,80
7026,MX-2018-131268,4/10/2018,4/12/2018,Primeira classe,GO-15070,Gustavo Oliveira,Varejo,Villa Nueva,Guatemala,,Guatemala,Central,MAT-FI-10004927,Material de escritório,Fichários,"Ibico Encadernadora, Econômico",4,"1371,2",0,"520,8"
7027,MX-2018-152107,3/24/2018,3/30/2018,Classe padrão,VR-21550,Vitór Rocha,Pequenas e Medias Empresas,Villa Canales,Guatemala,,Guatemala,Central,MAT-AR-10003294,Material de escritório,Armazenamento,"Rogers Armários, Azul",5,7054,0,211
7028,MX-2018-152107,3/24/2018,3/30/2018,Classe padrão,VR-21550,Vitór Rocha,Pequenas e Medias Empresas,Villa Canales,Guatemala,,Guatemala,Central,MAT-EN-10001040,Material de escritório,Envelopes,"Cameo Envelope com fecho, Vermelho",3,261,0,"64,8"
7029,US-2018-120516,8/2/2018,8/3/2018,No mesmo dia,NS-19210,Nicolas Souza,Grande Empresa,Tegucigalpa,Francisco Morazán,,Honduras,Central,MAT-MA-10004043,Material de escritório,Materiais,"Kleencut Tesouras, Industrial",8,"1548,48","0,4","-206,72"
7030,US-2018-120516,8/2/2018,8/3/2018,No mesmo dia,NS-19210,Nicolas Souza,Grande Empresa,Tegucigalpa,Francisco Morazán,,Honduras,Central,MAT-FI-10002872,Material de escritório,Fichários,"Avery Pasta argolada, Econômico",12,"619,2","0,4","-340,8"
7033,MX-2017-144190,12/6/2017,12/6/2017,No mesmo dia,IC-15415,Isabelle Cavalcanti,Varejo,Nueva Gerona,Isla de la Juventud,,Cuba,Caribe,MAT-MA-10000400,Material de escritório,Materiais,"Elite Abridor de carta, Azul",5,910,0,145
7035,MX-2018-149230,12/13/2018,12/17/2018,Classe padrão,RG-19750,Rafaela Gomes,Varejo,Milpa Alta,Distrito Federal,,México,Norte,MAT-ET-10001153,Material de escritório,Etiquetas,"Harbour Creations Etiquetas jurídicas, Branco",2,146,0,"55,2"
7036,MX-2017-169243,12/26/2017,1/2/2018,Classe padrão,LS-16855,Lavinia Silva,Grande Empresa,Jaú,São Paulo,Sudeste,Brasil,Sul,MAT-AR-10001043,Material de escritório,Armazenamento,"Eldon Caixa, Industrial",3,"214,8",0,105
7041,MX-2018-133550,8/18/2018,8/24/2018,Classe padrão,SP-20635,Sophia Pereira,Grande Empresa,Guadalajara,Jalisco,,México,Norte,MAT-AR-10000604,Material de escritório,Armazenamento,"Eldon Carrinho bandeja, Azul",1,"852,6",0,"281,2"
7044,MX-2018-156685,9/25/2018,9/25/2018,No mesmo dia,MC-19120,Murilo Correia,Varejo,San Fernando,San Fernando,,Trinidad e Tobago,Caribe,MAT-PA-10003781,Material de escritório,Papel,"Xerox Agenda, Premium",3,"407,4",0,"154,8"
7049,MX-2015-103184,6/30/2015,7/4/2015,Classe padrão,AC-10270,Alice Cardoso,Varejo,San Salvador,San Salvador,,El Salvador,Central,MAT-EN-10001187,Material de escritório,Envelopes,"Kraft Malote, Prata",2,"657,6",0,"295,6"
7050,MX-2017-157014,8/3/2017,8/7/2017,Classe padrão,RL-20185,Ryan Lima,Varejo,Santo Domingo,Distrito Nacional,,República Dominicana,Caribe,MAT-ET-10003933,Material de escritório,Etiquetas,"HON Etiquetas para organização de pastas, Vermelho",6,"270,72","0,2","6,72"
7051,MX-2017-157014,8/3/2017,8/7/2017,Classe padrão,RL-20185,Ryan Lima,Varejo,Santo Domingo,Distrito Nacional,,República Dominicana,Caribe,MAT-EN-10001532,Material de escritório,Envelopes,"Kraft Envelope kraft, Reciclado",1,"134,88","0,2","42,08"
7054,MX-2018-127005,11/11/2018,11/14/2018,Primeira classe,LR-17245,Letícia Rocha,Varejo,Zapopan,Jalisco,,México,Norte,MAT-PA-10003495,Material de escritório,Papel,"Green Bar Artigos de papelaria, Multicolorido",4,1328,0,"185,6"
7055,MX-2016-125962,8/21/2016,8/25/2016,Classe padrão,SB-20230,Samuel Barbosa,Grande Empresa,Las Tunas,Las Tunas,,Cuba,Caribe,MAT-PA-10001484,Material de escritório,Papel,"Eaton Resma, Reciclado",7,"1234,8",0,"418,6"
7056,MX-2016-125962,8/21/2016,8/25/2016,Classe padrão,SB-20230,Samuel Barbosa,Grande Empresa,Las Tunas,Las Tunas,,Cuba,Caribe,MAT-EN-10001401,Material de escritório,Envelopes,"Kraft Com lacre, Prata",2,534,0,"250,8"
7057,US-2018-107671,10/17/2018,10/19/2018,Primeira classe,LA-16615,Laura Almeida,Grande Empresa,Buenos Aires,Cidade de Buenos Aires,,Argentina,Sul,MAT-CO-10004510,Material de escritório,Colchetes,"Stockwell Prendedores de papel, Embalagem com 12",6,"447,84","0,4","-202,56"
7058,US-2018-107671,10/17/2018,10/19/2018,Primeira classe,LA-16615,Laura Almeida,Grande Empresa,Buenos Aires,Cidade de Buenos Aires,,Argentina,Sul,MAT-PA-10001439,Material de escritório,Papel,"Eaton Papel de pergaminho, Reciclado",4,"214,08","0,4","-7,52"
7059,MX-2015-140074,11/16/2015,11/21/2015,Segunda classe,VS-21355,Vinicius Silva,Grande Empresa,Matanzas,Matanzas,,Cuba,Caribe,MAT-FI-10004780,Material de escritório,Fichários,"Ibico Pasta argolada, Econômico",7,"722,4",0,266
7061,MX-2018-157637,9/9/2018,9/12/2018,Primeira classe,MC-18910,Melissa Cunha,Pequenas e Medias Empresas,Managua,Managua,,Nicarágua,Central,MAT-FI-10001314,Material de escritório,Fichários,"Wilson Jones Reforço para fichário, Durável",3,"120,6",0,"34,8"
7062,MX-2018-102449,7/9/2018,7/11/2018,Primeira classe,RD-19900,Rebeca Dias,Varejo,Santiago de los Caballeros,Santiago,,República Dominicana,Caribe,MAT-ET-10002272,Material de escritório,Etiquetas,"Smead Etiquetas redondas, Ajustável",8,"204,8","0,2","27,2"
7063,MX-2018-102449,7/9/2018,7/11/2018,Primeira classe,RD-19900,Rebeca Dias,Varejo,Santiago de los Caballeros,Santiago,,República Dominicana,Caribe,MAT-CO-10000256,Material de escritório,Colchetes,"Advantus Percevejo niquelado, Tamanhos variados",3,"176,64","0,2","-44,16"
7064,MX-2017-106621,6/29/2017,7/3/2017,Segunda classe,LP-17425,Luan Pereira,Grande Empresa,Teresina,Piauí,Nordeste,Brasil,Sul,MAT-MA-10001922,Material de escritório,Materiais,"Stiletto Cortador de papel, Aço",2,562,0,"134,8"
7065,MX-2017-106621,6/29/2017,7/3/2017,Segunda classe,LP-17425,Luan Pereira,Grande Empresa,Teresina,Piauí,Nordeste,Brasil,Sul,MAT-FI-10003101,Material de escritório,Fichários,"Wilson Jones Perfurador, Transparente",4,732,0,"263,2"
7067,MX-2018-166219,6/24/2018,6/30/2018,Classe padrão,ES-13465,Emilly Souza,Varejo,Manzanillo,Granma,,Cuba,Caribe,MAT-EN-10000107,Material de escritório,Envelopes,"Jiffy Com lacre, Reciclado",2,"479,6",0,"153,2"
7070,MX-2017-147522,2/2/2017,2/8/2017,Classe padrão,AF-10600,Ana Ferreira,Grande Empresa,Barranquilla,Atlántico,,Colômbia,Sul,MAT-CO-10000539,Material de escritório,Colchetes,"OIC Alfinetes, Tamanhos variados",3,"247,2",0,12
7071,US-2016-141250,1/3/2016,1/7/2016,Classe padrão,LR-16675,Laura Ribeiro,Grande Empresa,San Pedro Sula,Cortés,,Honduras,Central,MAT-ET-10003045,Material de escritório,Etiquetas,"Harbour Creations Etiquetas jurídicas, Durável",3,"136,08","0,4","-66,12"
7074,MX-2018-110121,5/2/2018,5/7/2018,Segunda classe,JG-15670,Julia Goncalves,Varejo,Managua,Managua,,Nicarágua,Central,MAT-AR-10002310,Material de escritório,Armazenamento,"Eldon Pastas, Industrial",7,"814,8",0,"179,2"
7076,MX-2017-126207,2/10/2017,2/15/2017,Segunda classe,LA-16615,Laura Almeida,Grande Empresa,Santo Domingo,Distrito Nacional,,República Dominicana,Caribe,MAT-CO-10002929,Material de escritório,Colchetes,"Accos Alfinetes, Tamanhos variados",3,"191,52","0,2","54,72"
7077,MX-2017-117296,10/22/2017,10/27/2017,Classe padrão,BM-11725,Bruna Martins,Varejo,Quetzaltenango,Quezaltenango,,Guatemala,Central,MAT-AR-10000604,Material de escritório,Armazenamento,"Eldon Caixa, Metal",3,"186,6",0,"72,6"
